period_end,period_year,period_month,period_label,period_short,study_detail,vacatures,source_file
2025-11-30,2025,11,november 2025,Nov 2025,Academische bachelor,15,vacatures_eoy_since_2011_all-2.xlsx
2025-11-30,2025,11,november 2025,Nov 2025,Bachelor niet gespecificeerd,64,vacatures_eoy_since_2011_all-2.xlsx
2025-11-30,2025,11,november 2025,Nov 2025,Buitengewoon secundair,1,vacatures_eoy_since_2011_all-2.xlsx
2025-11-30,2025,11,november 2025,Nov 2025,Geen specifieke studievereiste,762,vacatures_eoy_since_2011_all-2.xlsx
2025-11-30,2025,11,november 2025,Nov 2025,Graduaat (HBO5),37,vacatures_eoy_since_2011_all-2.xlsx
2025-11-30,2025,11,november 2025,Nov 2025,Lager onderwijs + 1e en 2e graad secundair,31,vacatures_eoy_since_2011_all-2.xlsx
2025-11-30,2025,11,november 2025,Nov 2025,Master,68,vacatures_eoy_since_2011_all-2.xlsx
2025-11-30,2025,11,november 2025,Nov 2025,Professionele bachelor,136,vacatures_eoy_since_2011_all-2.xlsx
2025-12-31,2025,12,december 2025,Dec 2025,3e en 4e gr. sec. beroeps,51,vacatures_eoy_since_2011_all-2.xlsx
2025-12-31,2025,12,december 2025,Dec 2025,3e graad sec. algemeen,8,vacatures_eoy_since_2011_all-2.xlsx
2025-12-31,2025,12,december 2025,Dec 2025,3e graad sec. kunst,0,vacatures_eoy_since_2011_all-2.xlsx
2025-12-31,2025,12,december 2025,Dec 2025,3e graad sec. niet gespecificeerd,128,vacatures_eoy_since_2011_all-2.xlsx
2025-12-31,2025,12,december 2025,Dec 2025,3e graad sec. technisch,85,vacatures_eoy_since_2011_all-2.xlsx
2025-12-31,2025,12,december 2025,Dec 2025,Academische bachelor,14,vacatures_eoy_since_2011_all-2.xlsx
2025-12-31,2025,12,december 2025,Dec 2025,Bachelor niet gespecificeerd,124,vacatures_eoy_since_2011_all-2.xlsx
2025-12-31,2025,12,december 2025,Dec 2025,Buitengewoon secundair,3,vacatures_eoy_since_2011_all-2.xlsx
2025-12-31,2025,12,december 2025,Dec 2025,Geen specifieke studievereiste,657,vacatures_eoy_since_2011_all-2.xlsx
2025-12-31,2025,12,december 2025,Dec 2025,Graduaat (HBO5),39,vacatures_eoy_since_2011_all-2.xlsx
2025-12-31,2025,12,december 2025,Dec 2025,Lager onderwijs + 1e en 2e graad secundair,50,vacatures_eoy_since_2011_all-2.xlsx
2025-12-31,2025,12,december 2025,Dec 2025,Master,110,vacatures_eoy_since_2011_all-2.xlsx
2025-12-31,2025,12,december 2025,Dec 2025,Professionele bachelor,136,vacatures_eoy_since_2011_all-2.xlsx
2026-01-31,2026,1,januari 2026,Jan 2026,3e en 4e gr. sec. beroeps,83,vacatures_eoy_since_2011_all.xlsx
2026-01-31,2026,1,januari 2026,Jan 2026,3e graad sec. algemeen,11,vacatures_eoy_since_2011_all.xlsx
2026-01-31,2026,1,januari 2026,Jan 2026,3e graad sec. kunst,2,vacatures_eoy_since_2011_all.xlsx
2026-01-31,2026,1,januari 2026,Jan 2026,3e graad sec. niet gespecificeerd,107,vacatures_eoy_since_2011_all.xlsx
2026-01-31,2026,1,januari 2026,Jan 2026,3e graad sec. technisch,176,vacatures_eoy_since_2011_all.xlsx
2026-01-31,2026,1,januari 2026,Jan 2026,Academische bachelor,13,vacatures_eoy_since_2011_all.xlsx
2026-01-31,2026,1,januari 2026,Jan 2026,Bachelor niet gespecificeerd,60,vacatures_eoy_since_2011_all.xlsx
2026-01-31,2026,1,januari 2026,Jan 2026,Buitengewoon secundair,1,vacatures_eoy_since_2011_all.xlsx
2026-01-31,2026,1,januari 2026,Jan 2026,Geen specifieke studievereiste,848,vacatures_eoy_since_2011_all.xlsx
2026-01-31,2026,1,januari 2026,Jan 2026,Graduaat (HBO5),56,vacatures_eoy_since_2011_all.xlsx
2026-01-31,2026,1,januari 2026,Jan 2026,Lager onderwijs + 1e en 2e graad secundair,27,vacatures_eoy_since_2011_all.xlsx
2026-01-31,2026,1,januari 2026,Jan 2026,Master,82,vacatures_eoy_since_2011_all.xlsx
2026-01-31,2026,1,januari 2026,Jan 2026,Professionele bachelor,168,vacatures_eoy_since_2011_all.xlsx
2026-02-28,2026,2,februari 2026,Feb 2026,3e en 4e gr. sec. beroeps,83,vacatures_eoy_since_2011_all.xlsx
2026-02-28,2026,2,februari 2026,Feb 2026,3e graad sec. algemeen,21,vacatures_eoy_since_2011_all.xlsx
2026-02-28,2026,2,februari 2026,Feb 2026,3e graad sec. kunst,0,vacatures_eoy_since_2011_all.xlsx
2026-02-28,2026,2,februari 2026,Feb 2026,3e graad sec. niet gespecificeerd,154,vacatures_eoy_since_2011_all.xlsx
2026-02-28,2026,2,februari 2026,Feb 2026,3e graad sec. technisch,111,vacatures_eoy_since_2011_all.xlsx
2026-02-28,2026,2,februari 2026,Feb 2026,Academische bachelor,12,vacatures_eoy_since_2011_all.xlsx
2026-02-28,2026,2,februari 2026,Feb 2026,Bachelor niet gespecificeerd,79,vacatures_eoy_since_2011_all.xlsx
2026-02-28,2026,2,februari 2026,Feb 2026,Buitengewoon secundair,1,vacatures_eoy_since_2011_all.xlsx
2026-02-28,2026,2,februari 2026,Feb 2026,Geen specifieke studievereiste,710,vacatures_eoy_since_2011_all.xlsx
2026-02-28,2026,2,februari 2026,Feb 2026,Graduaat (HBO5),45,vacatures_eoy_since_2011_all.xlsx
2026-02-28,2026,2,februari 2026,Feb 2026,Lager onderwijs + 1e en 2e graad secundair,45,vacatures_eoy_since_2011_all.xlsx
2026-02-28,2026,2,februari 2026,Feb 2026,Master,99,vacatures_eoy_since_2011_all.xlsx
2026-02-28,2026,2,februari 2026,Feb 2026,Professionele bachelor,193,vacatures_eoy_since_2011_all.xlsx
2026-03-31,2026,3,maart 2026,Mrt 2026,3e en 4e gr. sec. beroeps,77,vacatures_eoy_since_2011_all.xlsx
2026-03-31,2026,3,maart 2026,Mrt 2026,3e graad sec. algemeen,10,vacatures_eoy_since_2011_all.xlsx
2026-03-31,2026,3,maart 2026,Mrt 2026,3e graad sec. kunst,0,vacatures_eoy_since_2011_all.xlsx
2026-03-31,2026,3,maart 2026,Mrt 2026,3e graad sec. niet gespecificeerd,141,vacatures_eoy_since_2011_all.xlsx
2026-03-31,2026,3,maart 2026,Mrt 2026,3e graad sec. technisch,139,vacatures_eoy_since_2011_all.xlsx
2026-03-31,2026,3,maart 2026,Mrt 2026,Academische bachelor,16,vacatures_eoy_since_2011_all.xlsx
2026-03-31,2026,3,maart 2026,Mrt 2026,Bachelor niet gespecificeerd,71,vacatures_eoy_since_2011_all.xlsx
2026-03-31,2026,3,maart 2026,Mrt 2026,Buitengewoon secundair,3,vacatures_eoy_since_2011_all.xlsx
2026-03-31,2026,3,maart 2026,Mrt 2026,Geen specifieke studievereiste,770,vacatures_eoy_since_2011_all.xlsx
2026-03-31,2026,3,maart 2026,Mrt 2026,Graduaat (HBO5),57,vacatures_eoy_since_2011_all.xlsx
2026-03-31,2026,3,maart 2026,Mrt 2026,Lager onderwijs + 1e en 2e graad secundair,33,vacatures_eoy_since_2011_all.xlsx
2026-03-31,2026,3,maart 2026,Mrt 2026,Master,91,vacatures_eoy_since_2011_all.xlsx
2026-03-31,2026,3,maart 2026,Mrt 2026,Professionele bachelor,172,vacatures_eoy_since_2011_all.xlsx
2026-04-30,2026,4,april 2026,Apr 2026,3e en 4e gr. sec. beroeps,102,vacatures_eoy_since_2011_all.xlsx
2026-04-30,2026,4,april 2026,Apr 2026,3e graad sec. algemeen,15,vacatures_eoy_since_2011_all.xlsx
2026-04-30,2026,4,april 2026,Apr 2026,3e graad sec. kunst,0,vacatures_eoy_since_2011_all.xlsx
2026-04-30,2026,4,april 2026,Apr 2026,3e graad sec. niet gespecificeerd,128,vacatures_eoy_since_2011_all.xlsx
2026-04-30,2026,4,april 2026,Apr 2026,3e graad sec. technisch,130,vacatures_eoy_since_2011_all.xlsx
2026-04-30,2026,4,april 2026,Apr 2026,Academische bachelor,13,vacatures_eoy_since_2011_all.xlsx
2026-04-30,2026,4,april 2026,Apr 2026,Bachelor niet gespecificeerd,93,vacatures_eoy_since_2011_all.xlsx
2026-04-30,2026,4,april 2026,Apr 2026,Buitengewoon secundair,0,vacatures_eoy_since_2011_all.xlsx
2026-04-30,2026,4,april 2026,Apr 2026,Geen specifieke studievereiste,661,vacatures_eoy_since_2011_all.xlsx
2026-04-30,2026,4,april 2026,Apr 2026,Graduaat (HBO5),43,vacatures_eoy_since_2011_all.xlsx
2026-04-30,2026,4,april 2026,Apr 2026,Lager onderwijs + 1e en 2e graad secundair,16,vacatures_eoy_since_2011_all.xlsx
2026-04-30,2026,4,april 2026,Apr 2026,Master,100,vacatures_eoy_since_2011_all.xlsx
2026-04-30,2026,4,april 2026,Apr 2026,Professionele bachelor,113,vacatures_eoy_since_2011_all.xlsx
