LEVEL,CODE,NATIONAL_TITLE_BE_NL,NATIONAL_TITLE_BE_FR,NATIONAL_TITLE_BE_DE,NATIONAL_TITLE_BE_EN
5,79.901,Activiteiten van toeristische informatiediensten,Services d'information touristique,Touristische Informationsdienste,Tourist information services
5,79.909,Overige reserveringsactiviteiten,Autres services de réservation,Erbringung sonstiger Reservierungsdienstleistungen,Other reservation service
2,80,Opsporings- en beveiligingsdiensten,Activités d’investigation et de sécurité,Wach- und Sicherheitsdienste sowie Detekteien,Investigation and security activities
3,80.0,Opsporings- en beveiligingsdiensten,Activités d’investigation et de sécurité,Wach- und Sicherheitsdienste sowie Detekteien,Investigation and security activities
4,80.01,Opsporings- en particuliere beveiligingsdiensten,Activités d’investigation et de sécurité privée,Private Wach- und Sicherheitsdienste sowie Detekteien,Investigation and private security activities
5,80.010,Opsporings- en particuliere beveiligingsdiensten,Activités d’investigation et de sécurité privée,Private Wach- und Sicherheitsdienste sowie Detekteien,Investigation and private security activities
4,80.09,"Beveiligingsactiviteiten, n.e.g.",Activités de sécurité n.c.a.,Sicherheitsdienste a. n. g.,Security activities n.e.c.
5,80.090,"Beveiligingsactiviteiten, n.e.g.",Activités de sécurité n.c.a.,Sicherheitsdienste a. n. g.,Security activities n.e.c.
2,81,Diensten in verband met gebouwen; landschapsverzorging,Activités de services pour les bâtiments et l’aménagement paysager,Gebäudebetreuung; Garten- und Landschaftsbau,Services to buildings and landscape activities
3,81.1,Diverse ondersteunende activiteiten ten behoeve van voorzieningen,Activités de soutien combinées pour les installations,Hausmeisterdienste,Combined facilities support activities
4,81.10,Diverse ondersteunende activiteiten ten behoeve van voorzieningen,Activités de soutien combinées pour les installations,Hausmeisterdienste,Combined facilities support activities
5,81.100,Diverse ondersteunende activiteiten ten behoeve van voorzieningen,Activités de soutien combinées pour les installations,Hausmeisterdienste,Combined facilities support activities
3,81.2,Reiniging,Activités de nettoyage,"Reinigung von Gebäuden, Straßen und Verkehrsmitteln",Cleaning activities
4,81.21,Algemene reiniging van gebouwen,Nettoyage courant des bâtiments,Allgemeine Gebäudereinigung,General cleaning of buildings
5,81.210,Algemene reiniging van gebouwen,Nettoyage courant des bâtiments,Allgemeine Gebäudereinigung,General cleaning of buildings
4,81.22,Overige reiniging van gebouwen; industriële reiniging,Autres activités de nettoyage des bâtiments et nettoyage industriel,Spezielle Reinigung von Gebäuden und Reinigung von Maschinen,Other building and industrial cleaning activities
5,81.220,Overige reiniging van gebouwen; industriële reiniging,Autres activités de nettoyage des bâtiments et nettoyage industriel,Spezielle Reinigung von Gebäuden und Reinigung von Maschinen,Other building and industrial cleaning activities
4,81.23,Andere reinigingsactiviteiten,Autres activités de nettoyage,Sonstige Reinigung,Other cleaning activities
5,81.230,Andere reinigingsactiviteiten,Autres activités de nettoyage,Sonstige Reinigung,Other cleaning activities
3,81.3,Landschapsverzorging,Activités de service d’aménagement paysager,Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen,Landscape service activities
4,81.30,Landschapsverzorging,Activités de service d’aménagement paysager,Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen,Landscape service activities
5,81.300,Landschapsverzorging,Activités de service d’aménagement paysager,Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen,Landscape service activities
2,82,Administratieve en ondersteunende activiteiten ten behoeve van kantoren en overige zakelijke dienstverlening,"Activités de service de bureau, de soutien administratif et d’autre soutien aux entreprises",Erbringung von wirtschaftlichen Dienstleistungen für Unternehmen und Privatpersonen,"Office administrative, office support and other business support activities"
3,82.1,Administratieve en ondersteunende activiteiten ten behoeve van kantoren,Activités de service de bureau et de soutien administratif,"Sekretariats- und Schreibdienste, Copy-Shops",Office administrative and support activities
4,82.10,Administratieve en ondersteunende activiteiten ten behoeve van kantoren,Activités de service de bureau et de soutien administratif,"Sekretariats- und Schreibdienste, Copy-Shops",Office administrative and support activities
5,82.100,Administratieve en ondersteunende activiteiten ten behoeve van kantoren,Activités de service de bureau et de soutien administratif,"Sekretariats- und Schreibdienste, Copy-Shops",Office administrative and support activities
3,82.2,Activiteiten van callcenters,Activités de centre d’appels,Call Centers,Activities of call centres
4,82.20,Activiteiten van callcenters,Activités de centre d’appels,Call Centers,Activities of call centres
5,82.200,Activiteiten van callcenters,Activités de centre d’appels,Call Centers,Activities of call centres
3,82.3,Organisatie van congressen en beurzen,Organisation de salons professionnels et congrès,"Messe-, Kongress- und Business-Event-Veranstalter",Organisation of conventions and trade shows
4,82.30,Organisatie van congressen en beurzen,Organisation de salons professionnels et congrès,"Messe-, Kongress- und Business-Event-Veranstalter",Organisation of conventions and trade shows
5,82.300,Organisatie van congressen en beurzen,Organisation de salons professionnels et congrès,"Messe-, Kongress- und Business-Event-Veranstalter",Organisation of conventions and trade shows
3,82.4,"Bemiddelingsactiviteiten in verband met zakelijke dienstverlening, n.e.g.",Activités de service d’intermédiation pour des services de soutien aux entreprises n.c.a.,Vermittlungstätigkeiten für die Erbringung von wirtschaftlichen Dienstleistungen für Unternehmen und Privatpersonen a. n. g.,Intermediation service activities for business support service activities n.e.c.
4,82.40,"Bemiddelingsactiviteiten in verband met zakelijke dienstverlening, n.e.g.",Activités de service d’intermédiation pour des services de soutien aux entreprises n.c.a.,Vermittlungstätigkeiten für die Erbringung von wirtschaftlichen Dienstleistungen für Unternehmen und Privatpersonen a. n. g.,Intermediation service activities for business support service activities n.e.c.
5,82.400,"Bemiddelingsactiviteiten in verband met zakelijke dienstverlening, n.e.g.",Activités de service d’intermédiation pour des services de soutien aux entreprises n.c.a.,Vermittlungstätigkeiten für die Erbringung von wirtschaftlichen Dienstleistungen für Unternehmen und Privatpersonen a. n. g.,Intermediation service activities for business support service activities n.e.c.
3,82.9,"Zakelijke dienstverlening, n.e.g.",Activités de service de soutien aux entreprises n.c.a.,Erbringung wirtschaftlicher Dienstleistungen für Unternehmen und Privatpersonen a. n. g.,Business support service activities n.e.c.
4,82.91,Activiteiten van incasso- en kredietbureaus,Activités d’agence de recouvrement et de bureau de crédit,Inkassobüros und Auskunfteien,Activities of collection agencies and credit bureaus
5,82.910,Activiteiten van incasso- en kredietbureaus,Activités d’agence de recouvrement et de bureau de crédit,Inkassobüros und Auskunfteien,Activities of collection agencies and credit bureaus
4,82.92,Activiteiten van verpakkingsbedrijven,Activités de conditionnement,Abfüllen und Verpacken,Packaging activities
5,82.920,Activiteiten van verpakkingsbedrijven,Activités de conditionnement,Abfüllen und Verpacken,Packaging activities
4,82.99,"Overige zakelijke dienstverlening, n.e.g.",Autres activités de service de soutien aux entreprises n.c.a.,Erbringung sonstiger wirtschaftlicher Dienstleistungen für Unternehmen und Privatpersonen a. n. g.,Other business support service activities n.e.c.
5,82.990,"Overige zakelijke dienstverlening, n.e.g.",Autres activités de service de soutien aux entreprises n.c.a.,Erbringung sonstiger wirtschaftlicher Dienstleistungen für Unternehmen und Privatpersonen a. n. g.,Other business support service activities n.e.c.
1,P,OPENBAAR BESTUUR EN DEFENSIE; VERPLICHTE SOCIALE VERZEKERINGEN,ADMINISTRATION PUBLIQUE ET DÉFENSE; SÉCURITÉ SOCIALE OBLIGATOIRE,"ÖFFENTLICHE VERWALTUNG, VERTEIDIGUNG; SOZIALVERSICHERUNG",PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY
2,84,Openbaar bestuur en defensie; verplichte sociale verzekeringen,Administration publique et défense; sécurité sociale obligatoire,"Öffentliche Verwaltung, Verteidigung; Sozialversicherung",Public administration and defence; compulsory social security
3,84.1,"Openbaar bestuur en het economische, sociale en milieubeleid van de gemeenschap","Administration générale, économique et sociale et environnementale",Öffentliche Verwaltung,"Administration of the State and the economic, social and environmental policies of the community"
4,84.11,Algemeen overheidsbestuur,Activités d’administration publique générale,Allgemeine öffentliche Verwaltung,General public administration activities
5,84.111,Federale overheid,Administration publique fédérale,Föderale öffentliche Verwaltung,Federal public administration
5,84.112,Overheden van gemeenschappen en gewesten,Administration publique communautaire et régionale,Gemeinschafts- und Regionalbehörden,Community and regional public administration
5,84.113,Provinciale overheid,Administration publique provinciale,Provinzbehörden,Provincial public administration
5,84.114,"Gemeentelijke overheid, met uitzondering van het O.C.M.W","Administration publique communale, sauf Centres Publics d'Action Sociale (C.P.A.S.)","Gemeindeverwaltung, mit Ausnahme der öffentlichen Sozialhilfezentren (ÖSHZ)","Municipal public administration, except social service departments"
5,84.115,Openbare Centra voor Maatschappelijk Welzijn (O.C.M.W.),Centres Publics d'Action Sociale (C.P.A.S.),Öffentliche Sozialhilfezentren (ÖSHZ),Social service departments
5,84.119,Overig algemeen overheidsbestuur,Autre administration publique générale,Sonstige allgemeine öffentliche Verwaltung,Other general public administration activities
4,84.12,"Openbaar bestuur op het gebied gezondheidszorg, onderwijs, culturele diensten en andere sociale diensten","Administration des soins de santé, de l’enseignement, des services culturels et des autres services sociaux","Öffentliche Verwaltung auf den Gebieten Gesundheitswesen, Bildung, Kultur und Sozialwesen","Regulation of health care, education, cultural services and other social services"
5,84.120,"Openbaar bestuur op het gebied gezondheidszorg, onderwijs, culturele diensten en andere sociale diensten","Administration des soins de santé, de l’enseignement, des services culturels et des autres services sociaux","Öffentliche Verwaltung auf den Gebieten Gesundheitswesen, Bildung, Kultur und Sozialwesen","Regulation of health care, education, cultural services and other social services"
4,84.13,Openbaar bestuur op het gebied van het bedrijfsleven; stimuleren van het bedrijfsleven,Administration de et contribution à l’amélioration de l’efficacité des activités économiques,"Wirtschaftsförderung, -ordnung und -aufsicht",Regulation of and contribution to more efficient operation of businesses
5,84.130,Openbaar bestuur op het gebied van het bedrijfsleven; stimuleren van het bedrijfsleven,Administration de et contribution à l’amélioration de l’efficacité des activités économiques,"Wirtschaftsförderung, -ordnung und -aufsicht",Regulation of and contribution to more efficient operation of businesses
3,84.2,Algemene overheidsdiensten,Services de prérogative publique,"Auswärtige Angelegenheiten, Verteidigung, Rechtspflege/Justiz, öffentliche Sicherheit und Ordnung",Provision of services to the community as a whole
4,84.21,Buitenlandse zaken,Affaires étrangères,Auswärtige Angelegenheiten,Foreign affairs
5,84.210,Buitenlandse zaken,Affaires étrangères,Auswärtige Angelegenheiten,Foreign affairs
4,84.22,Defensie,Défense,Verteidigung,Defence activities
5,84.220,Defensie,Défense,Verteidigung,Defence activities
4,84.23,Justitie,Justice,Rechtspflege/Justiz,Justice and judicial activities
5,84.231,Rechtbanken,Tribunaux,Gerichtsbehörden,Courts
5,84.232,Strafinrichtingen,Etablissements pénitentiaires,Etablissements pénitentiaires,Penal institutions
5,84.239,Overige activiteiten met betrekking tot justitie,Autres activités relatives à la justice,Sonstige mit dem Rechtsschutz verbundene Tätigkeiten,Other activities related to justice
4,84.24,Openbare orde en veiligheid,Activités d’ordre public et de sécurité civile,Öffentliche Sicherheit und Ordnung,Public order and safety activities
5,84.241,Federale Politie,Police fédérale,Föderale Polizeï,Federal police
5,84.242,Lokale Politie,Police locale,Lokale Polizeï,Local police
5,84.249,Overige openbare orde en civiele veiligheid,Autres activités d'ordre public et de sécurité civile,Sonstige Tätigkeiten im Bereich der öffentlichen Ordnung und zivilen Sicherheit,Other public order and safety activities
4,84.25,Brandweer,Activités de service d’incendie et de secours,Feuerwehren,Fire service activities
5,84.250,Brandweer,Activités de service d’incendie et de secours,Feuerwehren,Fire service activities
3,84.3,Verplichte sociale verzekeringen,Sécurité sociale obligatoire,Sozialversicherung,Compulsory social security activities
4,84.30,Verplichte sociale verzekeringen,Sécurité sociale obligatoire,Sozialversicherung,Compulsory social security activities
5,84.301,"Verplichte sociale verzekeringen, met uitzondering van ziekenfondsen","Sécurité sociale obligatoire, à l'exclusion des mutuelles","Sozialversicherung, ohne Krankenkassen","Compulsory social security activities, except activities of mutual insurance companies"
5,84.302,Ziekenfondsen en zorgkassen,Mutuelles et caisses d'assurance soins,Krankenkassen,Mutual insurance companies and health insurance companies
5,84.309,Overige instellingen van de sociale zekerheid,Autres organismes de sécurité sociale,Andere Sozialversicherungsträger,Other social security institutions
1,Q,ONDERWIJS,ENSEIGNEMENT,ERZIEHUNG UND UNTERRICHT,EDUCATION
2,85,Onderwijs,Enseignement,Erziehung und Unterricht,Education
3,85.1,Kleuteronderwijs,Enseignement maternel,Kindergärten und Vorschulen,Pre-primary education
4,85.10,Kleuteronderwijs,Enseignement maternel,Kindergärten und Vorschulen,Pre-primary education
5,85.101,Gewoon kleuteronderwijs ingericht door de Gemeenschappen,Enseignement maternel ordinaire communautaire,Herkömmlicher von den Gemeinschaften eingerichteter Vorschulunterricht,Community ordinary pre-primary education
5,85.102,Provinciaal gesubsidieerd gewoon kleuteronderwijs,Enseignement maternel ordinaire provincial subventionné,Herkömmlicher von den Provinzen subventionierter Vorschulunterricht,Subsidised provincial ordinary pre-primary education
5,85.103,Gemeentelijk gesubsidieerd gewoon kleuteronderwijs,Enseignement maternel ordinaire communal subventionné,Herkömmlicher von den Gemeinden subventionierter Vorschulunterricht,Subsidised municipal ordinary pre-primary education
5,85.104,Vrij gesubsidieerd gewoon kleuteronderwijs,Enseignement maternel ordinaire libre subventionné,Herkömmlicher subventionierter freier Vorschulunterricht,Subsidised private ordinary pre-primary education
5,85.105,Buitengewoon officieel kleuteronderwijs,Enseignement maternel spécialisé organisé par les pouvoirs publics,Spezialisierter von den öffentlichen Instanzen organisierter Vorschulunterricht,Special needs pre-primary education organised by the public authorities
5,85.106,Vrij gesubsidieerd buitengewoon kleuteronderwijs,Enseignement maternel spécialisé libre subventionné,Spezialisierter freier subventionierter Vorschulunterricht,Subsidised private special needs pre-primary education
5,85.109,"Gewoon kleuteronderwijs, n.e.g.",Enseignement maternel n.c.a.,Vorschulunterricht a.n.g.,Pre-primary education n.e.c.
3,85.2,Lager onderwijs,Enseignement primaire,Grundschulen/Volksschulen,Primary education
4,85.20,Lager onderwijs,Enseignement primaire,Grundschulen/Volksschulen,Primary education
5,85.201,Gewoon lager onderwijs ingericht door de Gemeenschappen,Enseignement primaire ordinaire communautaire,Herkömmlicher von den Gemeinschaften eingerichteter Grundschulunterricht,Community ordinary primary education
5,85.202,Provinciaal gesubsidieerd gewoon lager onderwijs,Enseignement primaire ordinaire provincial subventionné,Herkömmlicher von den Provinzen subventionierter Grundschulunterricht,Subsidised provincial ordinary primary education
5,85.203,Gemeentelijk gesubsidieerd gewoon lager onderwijs,Enseignement primaire ordinaire communal subventionné,Herkömmlicher von den Gemeinden subventionierter Grundschulunterricht,Subsidised municipal ordinary primary education
5,85.204,Vrij gesubsidieerd gewoon lager onderwijs,Enseignement primaire ordinaire libre subventionné,Herkömmlicher freier subventionierter Grundschulunterricht,Subsidised private ordinary primary education
5,85.205,Buitengewoon officieel lager onderwijs,Enseignement primaire spécialisé organisé par les pouvoirs publics,Spezialisierter von den öffentlichen Instanzen organisierter Grundschulunterricht,Special needs primary education organised by the public authorities
5,85.206,Vrij gesubsidieerd buitengewoon lager onderwijs,Enseignement primaire spécialisé libre subventionné,Spezialisierter freier subventionierter Vorschulunterricht,Subsidised private special needs primary education
5,85.207,Alfabetiseringsprogramma's ten behoeve van volwassenen,Alphabétisation des adultes,Erwachsenenalphabetisierung,Adult literacy programmes
5,85.209,"Gewoon lager onderwijs, n.e.g",Enseignement primaire ordinaire n.c.a.,Herkömmlicher Grundschulunterricht a.n.g.,Ordinary primary education n.e.c.
3,85.3,Secundair en postsecundair niet-hoger onderwijs,Enseignement secondaire et enseignement post-secondaire non supérieur,"Weiterführende Schulen und postsekundärer, nicht tertiärer Unterricht",Secondary and post-secondary non-tertiary education
4,85.31,Algemeen secundair onderwijs,Enseignement secondaire général,Allgemeinbildende weiterführende Schulen,General secondary education
5,85.311,Gewoon algemeen secundair onderwijs ingericht door de Gemeenschappen,Enseignement secondaire général ordinaire communautaire,Herkömmlicher von den Gemeinschaften eingerichteter allgemeinbildender Sekundarunterricht,Community ordinary general secondary education
5,85.312,Provinciaal gesubsidieerd gewoon algemeen secundair onderwijs,Enseignement secondaire général ordinaire provincial subventionné,Herkömmlicher von den Provinzen subventionierter allgemeinbildender Sekundarunterricht,Subsidised provincial ordinary general secondary education
5,85.313,Gemeentelijk gesubsidieerd gewoon algemeen secundair onderwijs,Enseignement secondaire général ordinaire communal subventionné,Herkömmlicher von den Gemeinden subventionierter allgemeinbildender Sekundarunterricht,Subsidised municipal ordinary general secondary education
5,85.314,Vrij gesubsidieerd gewoon algemeen secundair onderwijs,Enseignement secondaire général ordinaire libre subventionné,Herkömmlicher freier subventionierter allgemeinbildender Sekundarunterricht,Subsidised private ordinary general secondary education
5,85.319,"Gewoon algemeen secundair onderwijs, n.e.g.",Enseignement secondaire ordinaire général n.c.a.,Herkömmlicher allgemeinbildender Sekundarunterricht a.n.g.,Ordinary general secondary education n.e.c.
4,85.32,"Technisch, beroeps- en buitengewoon secundair onderwijs","Enseignement secondaire technique, professionnel et spécialisé",Berufsbildende weiterführende Schulen,Vocational secondary education
5,85.321,Gewoon technisch en beroepssecundair onderwijs ingericht door de Gemeenschappen,Enseignement secondaire technique et professionnel ordinaire communautaire,Herkömmlicher von den Gemeinschaften eingerichteter technischer und berufsbildender Sekundarunterricht,Community ordinary technical and vocational secondary education
5,85.322,Provinciaal gesubsidieerd gewoon technisch en beroepssecundair onderwijs,Enseignement secondaire technique et professionnel ordinaire provincial subventionné,Herkömmlicher von den Provinzen subventionierter technischer und berufsbildender Sekundarunterricht,Subsidised provincial ordinary technical and vocational secondary education
5,85.323,Gemeentelijk gesubsidieerd gewoon technisch en beroepssecundair onderwijs,Enseignement secondaire technique et professionnel ordinaire communal subventionné,Herkömmlicher von den Gemeinden subventionierter technischer und berufsbildender Sekundarunterricht,Subsidised municipal ordinary technical and vocational secondary education
5,85.324,Vrij gesubsidieerd gewoon technisch en beroepssecundair onderwijs,Enseignement secondaire technique et professionnel ordinaire libre subventionné,Herkömmlicher freier subventionierter technischer und berufsbildender Sekundarunterricht,Subsidised private ordinary technical and vocational secondary education
5,85.325,Buitengewoon officieel secundair onderwijs,Enseignement secondaire spécialisé organisé par les pouvoirs publics,Spezialisierter von den öffentlichen Instanzen organisierter Sekundarunterricht,Special needs secondary education organised by the public authorities
5,85.326,Vrij gesubsidieerd buitengewoon secundair onderwijs,Enseignement secondaire spécialisé libre subventionné,Spezialisierter freier subventionierter Sekundarunterricht,Subsidised private special needs secondary education
5,85.329,"Technisch, beroeps- en buitengewoon secundair onderwijs, n.e.g.","Enseignement secondaire technique, professionnel et spécialisé n.c.a.","Technischer, berufsbildender und spezialisierter Sekundarunterricht a.n.g.","Technical, vocational and special needs secondary education n.e.c."
4,85.33,Postsecundair niet-hoger onderwijs,Enseignement post-secondaire non supérieur,"Postsekundärer, nicht tertiärer Unterricht",Post-secondary non-tertiary education
5,85.330,Postsecundair niet-hoger onderwijs,Enseignement post-secondaire non supérieur,"Postsekundärer, nicht tertiärer Unterricht",Post-secondary non-tertiary education
3,85.4,Hoger onderwijs,Enseignement supérieur,Tertiärer Unterricht,Tertiary education
4,85.40,Hoger onderwijs,Enseignement supérieur,Tertiärer Unterricht,Tertiary education
5,85.401,Officieel hoger onderwijs,Enseignement supérieur organisé par les pouvoirs publics,Von den öffentlichen Instanzen organisierter Hochschulunterricht,Higher education organised by the public authorities
5,85.402,Vrij gesubsidieerd hoger onderwijs,Enseignement supérieur libre subventionné,Freie subventionierte Hochschulen,Subsidised private higher education
5,85.409,"Hoger onderwijs, n.e.g.",Enseignement supérieur n.c.a.,Hochschulunterricht a.n.g.,Higher education n.e.c.
3,85.5,Overig onderwijs,Autre enseignement,Sonstiger Unterricht,Other education
4,85.51,Sport- en recreatieonderwijs,Enseignement de disciplines sportives et d’activités de loisirs,Sport- und Freizeitunterricht,Sports and recreation education
5,85.510,Sport- en recreatieonderwijs,Enseignement de disciplines sportives et d’activités de loisirs,Sport- und Freizeitunterricht,Sports and recreation education
4,85.52,Cultureel onderwijs,Enseignement culturel,Kulturunterricht,Cultural education
5,85.520,Cultureel onderwijs,Enseignement culturel,Kulturunterricht,Cultural education
4,85.53,"Activiteiten van auto- en motorrijscholen, vlieg- en vaaronderricht","Enseignement de la conduite de véhicules à moteurs, d'aéronefs et de bateaux",Fahr- und Flugschulen,Driving school activities
5,85.531,Activiteiten van auto- en motorrijscholen,Enseignement de la conduite de véhicules à moteurs,Fahr- und Flugschulen,Motor vehicle driving lessons
5,85.532,Vlieg- en vaaronderricht,Enseignement de la conduite d'aéronefs et de bateaux,Flug- und Schiffahrtsschulen,Aircraft and boat driving lessons
4,85.59,"Overig onderwijs, n.e.g.",Autre enseignement n.c.a.,Sonstiger Unterricht a. n. g.,Other education n.e.c.
5,85.591,Onderwijs voor sociale promotie,Enseignement de promotion sociale,Sozialförderungsunterricht,Social advancement education
5,85.592,Beroepsopleiding,Formation professionnelle,Berufsbildung,Vocational training
5,85.593,Sociaal-cultureel vormingswerk,Formation socio-culturelle,Soziokulturelle Bildung,Socio-cultural training
5,85.599,Overige vormen van onderwijs,Autres formes d'enseignement,Andere Ausbildungsformen,Other forms of education
3,85.6,Onderwijsondersteunende activiteiten,Activités de soutien à l’enseignement,Erbringung von Dienstleistungen für Erziehung und Unterricht,Educational support activities
4,85.61,Bemiddeling op het gebied van academische ondersteuning en studiebegeleiding,Activités de service d’intermédiation dans le domaine de l’appui scolaire et du tutorat,Vermittlungstätigkeiten für Erziehung und Unterricht,Intermediation service activities for courses and tutors
5,85.610,Bemiddeling op het gebied van academische ondersteuning en studiebegeleiding,Activités de service d’intermédiation dans le domaine de l’appui scolaire et du tutorat,Vermittlungstätigkeiten für Erziehung und Unterricht,Intermediation service activities for courses and tutors
4,85.69,"Onderwijsondersteunende activiteiten, n.e.g.",Activités de soutien à l’enseignement n.c.a.,Erbringung von Dienstleistungen für Erziehung und Unterricht a. n. g.,Educational support activities n.e.c.
5,85.691,Activiteiten van Centra voor Leerlingbegeleiding (C.L.B.),Activités des Centres Psycho-Médico-Sociaux (P.M.S.),Tätigkeiten der psycho-medizinisch-sozialen Zentren (P.M.S.),Activities of Centres for Pupil Guidance (C.L.B.)
5,85.699,Overige onderwijsondersteunende dienstverlening,Autres services de soutien à l'enseignement,Sonstige unterrichtsunterstützende Dienstleistungen,Other educational support services
1,R,MENSELIJKE GEZONDHEIDSZORG EN MAATSCHAPPELIJKE DIENSTVERLENING,SANTÉ HUMAINE ET ACTIVITÉS D’ACTION SOCIALE,GESUNDHEITS- UND SOZIALWESEN,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES
2,86,Menselijke gezondheidszorg,Activités pour la santé humaine,Gesundheitswesen,Human health activities
3,86.1,Activiteiten van ziekenhuizen,Activités hospitalières,Krankenhäuser,Hospital activities
4,86.10,Activiteiten van ziekenhuizen,Activités hospitalières,Krankenhäuser,Hospital activities
5,86.101,"Activiteiten van algemene ziekenhuizen, m.u.v. geriatrische en gespecialiseerde ziekenhuizen","Activités des hôpitaux généraux, sauf hôpitaux gériatriques et spécialisés","Allgemeine Krankenhäuser, mit Ausnahme von geriatrischen und spezialisierten Krankenhäusern","Activities of general hospitals, except geriatric and specialised hospitals"
5,86.102,Activiteiten van geriatrische ziekenhuizen,Activités des hôpitaux gériatriques,Tätigkeiten von geriatrischen Krankenhäusern,Activities of geriatric hospitals
5,86.103,Activiteiten van gespecialiseerde ziekenhuizen,Activités des hôpitaux spécialisés,Tätigkeiten von spezialisierten Krankenhäusern,Activities of specialised hospitals
5,86.104,Activiteiten van psychiatrische ziekenhuizen,Activités des hôpitaux psychiatriques,Tätigkeiten von psychiatrischen Krankenhäusern,Activities of psychiatric hospitals
5,86.109,Overige hospitalisatiediensten,Autres activités hospitalières,Sonstige Krankenhaustätigkeiten,Other hospital activities
3,86.2,Activiteiten van artsen en tandartsen,Activités des médecins et dentistes,Arzt- und Zahnarztpraxen,Medical and dental practice activities
4,86.21,Activiteiten van huisartspraktijken,Activités de médecine générale,Arztpraxen für Allgemeinmedizin,General medical practice activities
5,86.210,Activiteiten van huisartspraktijken,Activités de médecine générale,Arztpraxen für Allgemeinmedizin,General medical practice activities
4,86.22,Activiteiten van medisch specialisten,Activités de médecine spécialisée,Facharztpraxen,Medical specialists activities
5,86.220,Activiteiten van medisch specialisten,Activités de médecine spécialisée,Facharztpraxen,Medical specialists activities
4,86.23,Activiteiten van tandartspraktijken,Activités de soins dentaires,Zahnarztpraxen,Dental practice care activities
5,86.230,Activiteiten van tandartspraktijken,Activités de soins dentaires,Zahnarztpraxen,Dental practice care activities
3,86.9,Overige menselijke gezondheidszorg,Autres activités pour la santé humaine,Sonstiges Gesundheitswesen,Other human health activities
4,86.91,Activiteiten van medische beeldvorming en medische laboratoria,Activités d’imagerie médicale et de laboratoire d’analyse médicale,Erbringung von Dienstleistungen der diagnostischen Bildgebung sowie von medizinischen Laboratorien,Diagnostic imaging services and medical laboratory activities
5,86.910,Activiteiten van medische beeldvorming en medische laboratoria,Activités d’imagerie médicale et de laboratoire d’analyse médicale,Erbringung von Dienstleistungen der diagnostischen Bildgebung sowie von medizinischen Laboratorien,Diagnostic imaging services and medical laboratory activities
4,86.92,Patiëntenvervoer per ambulance,Transport de patients par ambulance,Rettungs- und Krankentransportdienste,Patient transportation by ambulance
5,86.920,Patiëntenvervoer per ambulance,Transport de patients par ambulance,Rettungs- und Krankentransportdienste,Patient transportation by ambulance
4,86.93,"Activiteiten van psychologen en psychotherapeuten, met uitzondering van artsen","Activités des psychologues et psychothérapeutes, à l’exception des médecins","Erbringung von Dienstleistungen von Psychotherapeutinnen und -therapeuten, klinischen und Gesundheitspsychologinnen und -psychologen, ohne ärztliche Therapien","Activities of psychologists and psychotherapists, except medical doctors"
5,86.931,Activiteiten op het gebied van psychologie,Activités de psychologie,Erbringung von psychologischen Dienstleistungen,Activities of psychologists
5,86.932,Activiteiten op het gebied van psychotherapie,Activités de psychothérapie,Erbringung von psychotherapeutischen Dienstleistungen,Activities of psychotherapists
5,86.933,Activiteiten van centra voor geestelijke gezondheidszorg,Activités des centres de santé mentale,Tätigkeiten im Bereich der Zentren für geistige Gesundheitspflege,Activities of mental health centres
5,86.939,Andere activiteiten op het gebied van de geestelijke gezondheidszorg,Autres activités de soins de santé mentale,Sonstige Tätigkeiten im Bereich der geistigen Gesundheit,Other mental health care activities
4,86.94,Activiteiten van verpleegkundigen en verloskundigen,Activités de soins infirmiers et de maïeutique,"Krankenpflege, Geburtshilfe und Hebammen",Nursing and midwifery activities
5,86.940,Activiteiten van verpleegkundigen en verloskundigen,Activités de soins infirmiers et de maïeutique,"Krankenpflege, Geburtshilfe und Hebammen",Nursing and midwifery activities
4,86.95,Activiteiten op het gebied van fysiotherapie,Activités de physiothérapie,Erbringung von physiotherapeutischen Dienstleistungen,Physiotherapy activities
5,86.951,Activiteiten op het gebied van kinesitherapie,Activités de kinésithérapie,Erbringung von kinesiotherapeutischen Dienstleistungen,Physical therapy activities
5,86.952,Activiteiten op het gebied van ergotherapie,Activités d'ergothérapie,Erbringung von ergotherapeutischen Dienstleistungen,Occupational therapy activities
5,86.959,Andere ambulante revalidatieactiviteiten,Autres activités de revalidation ambulatoire,Sonstige ambulante Rehabilitationstätigkeiten,Other outpatient rehabilitation activities
4,86.96,"Traditionele, aanvullende en alternatieve geneeskunde","Activités de médecine traditionnelle, complémentaire et alternative","Traditionelle, komplementäre und alternative medizinische Tätigkeiten","Traditional, complementary and alternative medicine activities"
5,86.961,Niet-conventionele therapeutische diensten,Services thérapeutiques non conventionnels,Erbringung von nicht-konventionellen therapeutischen Dienstleistungen,Unconventional therapeutic services
5,86.962,Activiteiten op het gebied van chiropraxie,Activités de chiropractie,Erbringung von chiropraktischen Dienstleistungen,Chiropractic activities
